Indicator_id,IndicatorName,category
WBIN-1924,Transport services (% of commercial service imports),Trade
WBIN-1925,Commercial service imports (current US$),Trade
WBIN-1926,"Computer, communications and other services (% of commercial service imports)",Trade
WBIN-1927,Import value index (2015 = 100),Trade
WBIN-1928,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Trade
WBIN-1929,Merchandise imports by the reporting economy (current US$),Trade
WBIN-1930,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Trade
WBIN-1931,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Trade
WBIN-1932,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Trade
WBIN-1933,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Trade
WBIN-1934,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Trade
WBIN-1935,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Trade
WBIN-1936,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Trade
WBIN-1937,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Trade
WBIN-1938,Merchandise imports from high-income economies (% of total merchandise imports),Trade
WBIN-1939,Merchandise imports (current US$),Trade
WBIN-1940,Merchandise imports from economies in the Arab World (% of total merchandise imports),Trade
WBIN-1941,Ores and metals imports (% of merchandise imports),Trade
WBIN-1942,Manufactures imports (% of merchandise imports),Trade
WBIN-1943,Insurance and financial services (% of commercial service imports),Trade
WBIN-1944,ICT goods imports (% total goods imports),Trade
WBIN-1945,Fuel imports (% of merchandise imports),Trade
WBIN-1946,Food imports (% of merchandise imports),Trade
WBIN-1947,Agricultural raw materials imports (% of merchandise imports),Trade
WBIN-1948,Import unit value index (2015 = 100),Trade
WBIN-1949,"Tariff rate, most favored nation, weighted mean, primary products (%)",Trade
WBIN-1950,"Tariff rate, applied, weighted mean, primary products (%)",Trade
WBIN-1951,"Share of tariff lines with specific rates, primary products (%)",Trade
WBIN-1952,"Tariff rate, most favored nation, simple mean, primary products (%)",Trade
WBIN-1953,"Tariff rate, applied, simple mean, primary products (%)",Trade
WBIN-1954,"Share of tariff lines with international peaks, primary products (%)",Trade
WBIN-1955,"Bound rate, simple mean, primary products (%)",Trade
WBIN-1956,"Binding coverage, primary products (%)",Trade
WBIN-1957,"Tariff rate, most favored nation, weighted mean, all products (%)",Trade
WBIN-1958,"Tariff rate, applied, weighted mean, all products (%)",Trade
WBIN-1959,"Share of tariff lines with specific rates, all products (%)",Trade
WBIN-1960,"Tariff rate, most favored nation, simple mean, all products (%)",Trade
WBIN-1961,"Tariff rate, applied, simple mean, all products (%)",Trade
WBIN-1962,"Share of tariff lines with international peaks, all products (%)",Trade
WBIN-1963,"Bound rate, simple mean, all products (%)",Trade
WBIN-1964,"Binding coverage, all products (%)",Trade
WBIN-1965,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",Trade
WBIN-1966,"Tariff rate, applied, weighted mean, manufactured products (%)",Trade
WBIN-1967,"Share of tariff lines with specific rates, manufactured products (%)",Trade
WBIN-1968,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Trade
WBIN-1969,"Tariff rate, applied, simple mean, manufactured products (%)",Trade
WBIN-1970,"Share of tariff lines with international peaks, manufactured products (%)",Trade
WBIN-1971,"Bound rate, simple mean, manufactured products (%)",Trade
WBIN-1972,"Binding coverage, manufactured products (%)",Trade
WBIN-1973,Import volume index (2015 = 100),Trade
WBIN-1974,Merchandise trade (% of GDP),Trade
WBIN-1975,"International tourism, expenditures (% of total imports)",Trade
WBIN-1976,"International tourism, expenditures (current US$)",Trade
WBIN-1977,"International tourism, expenditures for travel items (current US$)",Trade
WBIN-1978,"International tourism, receipts for travel items (current US$)",Trade
WBIN-1979,"International tourism, expenditures for passenger transport items (current US$)",Trade
WBIN-1980,"International tourism, receipts for passenger transport items (current US$)",Trade
WBIN-1981,"International tourism, receipts (% of total exports)",Trade
WBIN-1982,"International tourism, receipts (current US$)",Trade
WBIN-1983,"International tourism, number of departures",Trade
WBIN-1984,"International tourism, number of arrivals",Trade
WBIN-1985,Exports as a capacity to import (constant LCU),Trade
WBIN-1986,Trade (% of GDP),Trade
WBIN-1987,External balance on goods and services (% of GDP),Trade
WBIN-1988,External balance on goods and services (current US$),Trade
WBIN-1989,Imports of goods and services (% of GDP),Trade
WBIN-1990,Imports of goods and services (annual % growth),Trade
WBIN-1991,Imports of goods and services (constant 2015 US$),Trade
WBIN-1992,Imports of goods and services (current US$),Trade
WBIN-1993,Exports of goods and services (% of GDP),Trade
WBIN-1994,Exports of goods and services (annual % growth),Trade
WBIN-1995,Exports of goods and services (constant 2015 US$),Trade
WBIN-1996,Exports of goods and services (current US$),Trade
WBIN-1997,Arms exports (SIPRI trend indicator values),Trade
WBIN-1998,Arms imports (SIPRI trend indicator values),Trade
WBIN-1999,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Trade
WBIN-2000,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Trade
WBIN-2001,Logistics performance index: Overall (1=low to 5=high),Trade
WBIN-2002,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Trade
WBIN-2003,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Trade
WBIN-2004,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Trade
WBIN-2005,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Trade
WBIN-2006,"Lead time to import, median case (days)",Trade
WBIN-2007,"Lead time to export, median case (days)",Trade
WBIN-2008,"Time to import, documentary compliance (hours)",Trade
WBIN-2009,"Time to import, border compliance (hours)",Trade
WBIN-2010,"Cost to import, documentary compliance (US$)",Trade
WBIN-2011,"Cost to import, border compliance (US$)",Trade
WBIN-2012,"Time to export, documentary compliance (hours)",Trade
WBIN-2013,"Time to export, border compliance (hours)",Trade
WBIN-2014,"Cost to export, documentary compliance (US$)",Trade
WBIN-2015,"Cost to export, border compliance (US$)",Trade
WBIN-2016,Average time to clear exports through customs (days),Trade
WBIN-2017,Customs and other import duties (% of tax revenue),Trade
WBIN-2018,Taxes on exports (% of tax revenue),Trade
WBIN-2019,"Energy imports, net (% of energy use)",Trade
WBIN-2020,"Travel services (% of service exports, BoP)",Trade
WBIN-2021,"Transport services (% of service exports, BoP)",Trade
WBIN-2022,"Exports of goods, services and primary income (BoP, current US$)",Trade
WBIN-2023,"Service exports (BoP, current US$)",Trade
WBIN-2024,"Goods exports (BoP, current US$)",Trade
WBIN-2025,"Insurance and financial services (% of service exports, BoP)",Trade
WBIN-2026,"Exports of goods and services (BoP, current US$)",Trade
WBIN-2027,"Communications, computer, etc. (% of service exports, BoP)",Trade
WBIN-2028,"ICT service exports (% of service exports, BoP)",Trade
WBIN-2029,"ICT service exports (BoP, current US$)",Trade
WBIN-2030,"Net trade in goods (BoP, current US$)",Trade
WBIN-2031,"Net trade in goods and services (BoP, current US$)",Trade
WBIN-2032,"Travel services (% of service imports, BoP)",Trade
WBIN-2033,"Transport services (% of service imports, BoP)",Trade
WBIN-2034,"Imports of goods, services and primary income (BoP, current US$)",Trade
WBIN-2035,"Service imports (BoP, current US$)",Trade
WBIN-2036,"Goods imports (BoP, current US$)",Trade
WBIN-2037,"Insurance and financial services (% of service imports, BoP)",Trade
WBIN-2038,"Imports of goods and services (BoP, current US$)",Trade
WBIN-2039,"Communications, computer, etc. (% of service imports, BoP)",Trade
WBIN-2040,Trade in services (% of GDP),Trade
WBIN-2041,Urban population (% of total population),UrbanDevelopment
WBIN-2042,Urban population,UrbanDevelopment
WBIN-2043,Urban population growth (annual %),UrbanDevelopment
WBIN-2044,"Mortality caused by road traffic injury (per 100,000 population)",UrbanDevelopment
WBIN-2045,Pump price for gasoline (US$ per liter),UrbanDevelopment
WBIN-2046,Pump price for diesel fuel (US$ per liter),UrbanDevelopment
WBIN-2047,Population in urban agglomerations of more than 1 million (% of total population),UrbanDevelopment
WBIN-2048,Population in urban agglomerations of more than 1 million,UrbanDevelopment
WBIN-2049,Population in the largest city (% of urban population),UrbanDevelopment
WBIN-2050,Population in largest city,UrbanDevelopment
WBIN-2051,Population living in slums (% of urban population),UrbanDevelopment
WBIN-2052,Urban population living in areas where elevation is below 5 meters (% of total population),UrbanDevelopment
WBIN-2053,Population density (people per sq. km of land area),UrbanDevelopment
WBIN-2054,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",UrbanDevelopment
WBIN-2055,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",UrbanDevelopment
WBIN-2056,"Access to electricity, urban (% of urban population)",UrbanDevelopment
WBIN-2057,Urban land area (sq. km),UrbanDevelopment
WBIN-2058,Urban land area where elevation is below 5 meters (% of total land area),UrbanDevelopment
WBIN-2059,Urban land area where elevation is below 5 meters (sq. km),UrbanDevelopment
